4274;Vas;Hosszúpályi;Szabadság tér 8.;47.3917;21.7344;Hétfő 6:30-20:30|Kedd 6:30-20:30|Szerda 6:30-20:30|Csütörtök 6:30-20:30|Péntek 6:30-20:30|Szombat 6:30-20:30|Vasárnap 6:30-20:30
4274;Vas;Hosszúpályi;Szabadság tér 8.;47.3921;21.7337;Hétfő 6:30-20:00|Kedd 6:30-20:00|Szerda 6:30-20:00|Csütörtök 6:30-20:00|Péntek 6:30-20:00|Szombat 6:30-20:00|Vasárnap 6:30-20:00
2321;Pest;Szigetbecse;Réti út 2 .;47.1289;18.9498;Hétfő 6:00-18:00|Kedd 6:00-18:00|Szerda 6:00-18:00|Csütörtök 6:00-18:00|Péntek 6:00-18:00|Szombat 6:00-14:00|Vasárnap 7:00-12:00
2660;Nógrád;Balassagyarmat; Rákóczi út 66.;48.0716;19.2833;Hétfő 6:00-19:00|Kedd 6:00-19:00|Szerda 6:00-19:00|Csütörtök 6:00-19:00|Péntek 6:00-19:00|Szombat 6:00-16:00|Vasárnap 8:00-12:00
3525;Borsod-Abaúj-Zemplén;Miskolc; Ilona út 91/79.;48.104327;20.782279;Hétfő 7:00-19:00|Kedd 7:00-19:00|Szerda 7:00-19:00|Csütörtök 7:00-19:00|Péntek 7:00-19:00|Szombat 7:00-19:00|Vasárnap-Zárva-Zárva
3530;Borsod-Abaúj-Zemplén;Miskolc; Király utca 7/A.;48.104327;20.782279;Hétfő 7:00-19:00|Kedd 7:00-19:00|Szerda 7:00-19:00|Csütörtök 7:00-19:00|Péntek 7:00-19:00|Szombat 7:00-19:00|Vasárnap-Zárva-Zárva
3529;Borsod-Abaúj-Zemplén;Miskolc; Fényi Gyula tér hrsz: 14302/1.;48.104327;20.782279;Hétfő 7:00-19:00|Kedd 7:00-19:00|Szerda 7:00-19:00|Csütörtök 7:00-19:00|Péntek 7:00-19:00|Szombat 7:00-19:00|Vasárnap-Zárva-Zárva
3525;Borsod-Abaúj-Zemplén;Miskolc; Széchenyi István utca 7.;48.104327;20.782279;Hétfő 7:00-19:00|Kedd 7:00-19:00|Szerda 7:00-19:00|Csütörtök 7:00-19:00|Péntek 7:00-19:00|Szombat 7:00-19:00|Vasárnap-Zárva-Zárva
3016;Somogy;Boldog;Hunyadi János út 341/2.;47.6025;19.6874;Hétfő 7:00-19:00|Kedd 7:00-19:00|Szerda 7:00-19:00|Csütörtök 7:00-19:00|Péntek 7:00-19:00|Szombat 7:00-19:00|Vasárnap 7:00-13:00
1065;Pest;Budapest; Podmaniczky utca 2.;47.489065;19.259249;Hétfő 05:00-20:30|Kedd 05:00-20:30|Szerda 05:00-20:30|Csütörtök 05:00-20:30|Péntek 05:00-20:30|Szombat 0:00-24:01|Vasárnap 06:00-12:00
1156;Pest;Budapest; Páskomliget utca 49.;47.489065;19.259249;Hétfő 05:00-20:30|Kedd 05:00-20:30|Szerda 05:00-20:30|Csütörtök 05:00-20:30|Péntek 05:00-20:30|Szombat 0:00-24:01|Vasárnap 06:00-12:00
1086;Pest;Budapest; Diószeghy Sámuel utca 15.;47.489065;19.259249;Hétfő 05:00-20:30|Kedd 05:00-20:30|Szerda 05:00-20:30|Csütörtök 05:00-20:30|Péntek 05:00-20:30|Szombat 0:00-24:01|Vasárnap 06:00-12:00
1044;Pest;Budapest; Megyeri út 12. fszt. 9.;47.489065;19.259249;Hétfő 05:00-20:30|Kedd 05:00-20:30|Szerda 05:00-20:30|Csütörtök 05:00-20:30|Péntek 05:00-20:30|Szombat 0:00-24:01|Vasárnap 06:00-12:00
1133;Pest;Budapest; Gogol utca 23.;47.489065;19.259249;Hétfő 05:00-20:30|Kedd 05:00-20:30|Szerda 05:00-20:30|Csütörtök 05:00-20:30|Péntek 05:00-20:30|Szombat 0:00-24:01|Vasárnap 06:00-12:00
6076;Bács-Kiskun;Ágasegyháza;Rákóczi út 18.;47.3695;19.9962;Hétfő 6:15-18:00|Kedd 6:15-18:00|Szerda 6:15-18:00|Csütörtök 6:15-18:00|Péntek 6:15-18:00|Szombat 6:15-13:00|Vasárnap 7:00-11:00
9027;Győr-Moson-Sopron;Győr; Reptéri út hrsz. 5462/1.;47.6841;17.6335;Hétfő 6:00-22:00|Kedd 6:00-22:00|Szerda 6:00-22:00|Csütörtök 6:00-22:00|Péntek 6:00-22:00|Szombat 7:00-22:00|Vasárnap 7:00-22:00
9022;Győr-Moson-Sopron;Győr; Pálffy utca 2. Hrsz.: 6940/8.;47.6841;17.6335;Hétfő 6:00-22:00|Kedd 6:00-22:00|Szerda 6:00-22:00|Csütörtök 6:00-22:00|Péntek 6:00-22:00|Szombat 7:00-22:00|Vasárnap 7:00-22:00
2800;Komárom-Esztergom;Tatabánya; Győri út 31.;47.5647;18.3982;Hétfő 5:00-18:00|Kedd 5:00-18:00|Szerda 5:00-18:00|Csütörtök 5:00-18:00|Péntek 5:00-18:00|Szombat 8:00-16:00|Vasárnap 8:00-12:00
